場所コード,場所名称,場所略称,場所検索名称,郵便番号,住所１,住所２,住所３,電話番号,担当者,備考,方面１コード,方面１名称,方面２コード,方面２名称,使用停止フラグ,登録日,登録時刻,登録社員コード,更新日,更新時刻,更新社員コード
"0010063","ＳＨＯＥＩ","ＳＨＯＥＩ","ｼｮｳｴｲ","","岩手県東磐井郡藤沢町徳田字野岡27-1","","","0191-63-2274","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0010064","日東ベスト（高松工場）","日東ベスト（高松工場","ﾆｯﾄｳﾍﾞｽﾄﾀｶﾏﾂ","","山形県寒河江市大字高松267","","","0237-87-1214","","","","","","","0","20180718","230157","SYSTEM","20180730","140341","000001"
"0010065","岩手県立新磐井病院","岩手県立新磐井病院","ｲﾜﾃｹﾝｼﾝｲﾜｲ","","岩手県一関市狐禅寺大平地内","","","0191-23-3452","","","","","","","0","20180718","230157","SYSTEM","20180730","140413","000001"
"0010066","極楽湯　名取店","極楽湯　名取店","ｺﾞｸﾗｸﾕﾅﾄﾘﾃﾝ","","宮城県名取市田高字原463","","","022-383-1126","","","","","","","0","20180718","230157","SYSTEM","20180730","140431","000001"
"0010067","広南病院","広南病院","ｺｳﾅﾝﾋﾞｮｳｲﾝ","","宮城県仙台市太白区長町南4丁目20-1","","","022-248-2131","","","","","","","0","20180718","230157","SYSTEM","20180730","140442","000001"
"0010068","丸片石油","丸片石油","ﾏﾙｶﾀｾｷﾕ","","岩手県北上市村崎野20地割20-80","","","0197-63-4261","","","","","","","0","20180718","230157","SYSTEM","20180730","140456","000001"
"0010069","山口製麺工業","山口製麺工業","ﾔﾏｸﾞﾁｾｲﾒﾝｺｳｷﾞｮｳ","","山形県山形市大字漆山字二ツ段2111-1","","","023-685-6006","","","","","","","0","20180718","230157","SYSTEM","20180730","140510","000001"
"0010071","東北ポール　北上工場","東北ポール　北上工場","ﾄｳﾎｸﾎﾟｰﾙｷﾀｶﾐ","","岩手県北上市村崎野16-120","","","0197-66-2316","","","","","","","0","20180718","230157","SYSTEM","20180730","140529","000001"
"0010073","極楽湯　古川店","極楽湯　古川店","ｺﾞｸﾗｸﾕﾌﾙｶﾜﾃﾝ","","宮城県大崎市古川稲葉字鵜ノ巣184-1","","","0229-91-0155","","","","","","","0","20180718","230157","SYSTEM","20180730","140546","000001"
"0010074","鷹泉閣　岩松旅館","鷹泉閣　岩松旅館","ﾖｳｾﾝｶｸｲﾜﾏﾂﾘｮｶﾝ","","宮城県仙台市青葉区作並字元木16","","","022-395-2201","","","","","","","0","20180718","230157","SYSTEM","20180820","135245","000001"
"0010075","丸菱食品","丸菱食品","ﾏﾙﾋﾞｼｼｮｸﾋﾝ","","山形県寒河江市大字寒河江字赤田65-1","","","0237-83-1836","","","","","","","0","20180718","230157","SYSTEM","20180730","141232","000001"
"0010076","松島センチュリーホテル","松島センチュリーホテ","ﾏﾂｼﾏｾﾝﾁｭﾘｰ","","宮城県宮城郡松島町松島字仙随8","","","022-354-4111","","","","","","","0","20180718","230157","SYSTEM","20180730","141248","000001"
"0010077","望月製餡所","望月製餡所","ﾓﾁﾂﾞｷｾｲｱﾝｼﾞｮ","","宮城県仙台市若林区沖野2丁目16-20","","","022-227-8100","","","","","","","0","20180718","230157","SYSTEM","20180730","141305","000001"
"0010078","鹿島道路　河南合材製造所","鹿島道路　河南合材製","ｶｼﾏﾄﾞｳﾛｺｳﾅﾝ","","宮城県石巻市北村字米倉42-1","","","0225-73-2619","","","","","","","0","20180718","230157","SYSTEM","20180730","141327","000001"
"0010080","清水港飼料","清水港飼料","ｼﾐｽﾞｺｳｼﾘｮｳ","","宮城県石巻市三河町11","","","0225-22-9263","","","","","","","0","20180718","230157","SYSTEM","20180730","141400","000001"
"0010081","白石クリーニング協同組合","白石クリーニング協同","ｼﾛｲｼｸﾘｰﾆﾝｸﾞ","","宮城県白石市福岡深谷字三本松100","","","022-425-2051","","","","","","","0","20180718","230157","SYSTEM","20180730","141426","000001"
"0010082","世紀東急工業　仙台合材工場","世紀東急工業　仙台合","ｾｲｷﾄｳｷｭｳｺｳｷﾞｮｳ","","宮城県黒川郡富谷町上桜木2丁目5-1","","","022-358-2306","","","","","","","0","20180718","230157","SYSTEM","20180730","141445","000001"
"0002603","JX日鉱日石エネルギー　根岸製油所","JX日鉱日石エネルギー","ﾆｯｺｳﾆｯｾｷｴﾈ","","神奈川県横浜市磯子区鳳町1-1","","","045-757-7111","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002604","ｴﾌ･ｼｰ･ｼｰ","ｴﾌ･ｼｰ･ｼｰ","ｴﾌ･ｼｰ･ｼｰ","","福島県郡山市安積4-305","","","","","","","","","","0","20180718","230157","SYSTEM","20220225","090628","000005"
"0002605","鹿嶋市浄化センター","鹿嶋市浄化センター","ｶｼﾏｼｼﾞｮｳｶｾ","","茨城県鹿嶋市大字平井2271-1","","","0299-83-6332","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002606","穴澤建設　合材プラント","穴澤建設　合材プラン","ｱﾅｻﾞﾜｹﾝｾﾂ","","福島県喜多方市松山町島見山字街道西5015","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002607","釜石市大平下水処理センター","釜石市大平下水処理セ","ｶﾏｲｼｵｵﾋﾗｹﾞ","","岩手県釜石市大平町4-2-20","","","0193-22-1061","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002608","八戸環境ｸﾘｰﾝｾﾝﾀｰ","八戸環境ｸﾘｰﾝｾﾝﾀｰ","ﾊﾁﾉﾍｶﾝｷｮｳｸ","","青森県八戸市八太郎6-9-44","","","0178-28-1919","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002610","盛岡市中川原終末処理場","盛岡市中川原終末処理","ﾅｶｶﾞﾜﾊﾗｼｭｳ","","岩手県盛岡市東安庭2-8-3","","","019-624-4332","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002611","セラケム　関東工場","セラケム　関東工場","ｾﾗｹﾑ ｶﾝﾄｳ","","茨城県常陸大宮市工業団地13-1","","","0295-54-1678","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002612","郡山市水道局西部工業用水道浄水場","郡山市水道局西部工業","ｺｵﾘﾔﾏｾｲﾌﾞｺ","","福島県郡山市熱海町下伊豆島字上川原18","","","024-959-3642","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002613","アイユー北茨城給油所","アイユー北茨城給油所","ｱｲﾕｰｷﾀｲﾊﾞﾗ","","茨城県北茨城市中郷町下桜井974-2","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002614","早坂商会","早坂商会","ﾊﾔｻｶｼｮｳｶｲ","","福島県石川郡石川町字猫啼93-2","","","0247-26-2226","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002615","JA東西しらかわ表郷ＳＳ","JA東西しらかわ表郷Ｓ","ｼﾞｪｲｴｲﾄｳｻﾞ","","福島県白河市表郷金山瀬戸原45","","","0248-32-3514","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002616","山本製作所　本庄事業所","山本製作所　本庄事業","ﾔﾏﾓﾄｾｲｻｸｼｮ","","埼玉県本庄市下野堂188","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002618","日本軽金属　蒲原ケミカル工場","日本軽金属　蒲原ケミ","ﾆﾎﾝｹｲｷﾝｿﾞｸ","","静岡県静岡市清水区蒲原480","","","0543-85-3124","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002619","JA東西しらかわ中央SS","JA東西しらかわ中央SS","ｼﾞｪｲｴｲﾄｳｻﾞ","","福島県棚倉町大字棚倉崖の上43-1","","","0247-33-3969","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002620","JA伊達みらい梁川中央給油所","JA伊達みらい梁川中央","ｼﾞｪｲｴｲﾀﾞﾃ","","福島県伊達市梁川町字塩野川82","","","024-577-4800","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002621","大塚ポリテック福島製作所大越工場","大塚ポリテック福島製","ｵｵﾂｶﾎﾟﾘﾃｯｸ","","福島県田村市大越町牧野堺137-1","","","0247-85-2424","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002622","JA東西しらかわ中畑SS","JA東西しらかわ中畑SS","ｼﾞｪｲｴｲﾄｳｻﾞ","","福島県西白河郡矢吹町中畑123","","","0248-43-2112","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002625","中川ヒューム管工業　郡山工場","中川ヒューム管工業","ﾅｶｶﾞﾜﾋｭｰﾑ","","福島県郡山市安績町笹川字境橋43","","","024-945-1363","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002626","会津土建","会津土建","ｱｲﾂﾞﾄﾞｹﾝ","","福島県河沼郡湯川村笈川地内","","","080-1887-0516","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002627","日本興業　北関東工場","日本興業　北関東工場","ﾆﾎﾝｺｳｷﾞｮｳ","","茨城県北茨城市中郷町日棚字壷644-8","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002628","梁川ホーム","梁川ホーム","ﾔﾅｶﾞﾜﾎｰﾑ","","福島県伊達市梁川町字東土橋65-1","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002632","福島バーミ","福島バーミ","ﾌｸｼﾏﾊﾞｰﾐ","","福島県田村郡小野町大字夏井字川除17-35","","","0247-72-6088","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002633","聖オリーブの郷","聖オリーブの郷","ｾｲｵﾘｰﾌﾞﾉｻﾄ","","福島県白河市表郷堀之内字堀之内1-1","","","0248-33-1111","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002634","新潟東港油槽所","新潟東港油槽所","ﾆｲｶﾞﾀﾋｶﾞｼｺ","","新潟県新潟市太郎代浜辺2881-29","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002635","橋本産業","橋本産業","ﾊｼﾓﾄｻﾝｷﾞｮｳ","","神奈川県横浜市鶴見区安善町２丁目3-2","","","045-501-8031","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002636","ヤマサ總業　東京支店","ヤマサ總業　東京支店","ﾔﾏｻｿｳｷﾞｮｳ","","東京都足立区小台1-15-2","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002644","クレハ運輸　千葉営業所","クレハ運輸　千葉営業","ｸﾚﾊｳﾝﾕﾁﾊﾞ","","千葉県松戸市松飛台360-1","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002645","セルフ中新田ＳＳ","セルフ中新田ＳＳ","ｾﾙﾌﾅｶﾆｲﾀﾞ","","宮城県加美郡加美町字赤塚304-1","","","0229-64-1070","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002646","大江川排水機場","大江川排水機場","ｵｵｴｶﾞﾜﾊｲｽｲ","","大江川排水機場","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002647","富士通　宮城工場","富士通　宮城工場","ﾌｼﾞﾂｳﾐﾔｷﾞ","","富士通　宮城工場","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002648","ダイヤ通商","ダイヤ通商","ﾀﾞｲﾔﾂｳｼｮｳ","","東京都豊島区巣鴨1-6-10","","","03-3941-1176","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002649","若松コンクリート","若松コンクリート","ﾜｶﾏﾂｺﾝｸﾘｰﾄ","","若松コンクリート","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002651","カメイ　塩釜油槽所","カメイ　塩釜油槽所","ｶﾒｲｼｵｶﾞﾏ","","宮城県塩釜市貞山通2丁目","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002652","磐栄通商","磐栄通商","ﾊﾞﾝｴｲﾂｳｼｮｳ","","磐栄通商","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002653","クレハ運輸　いわき","クレハ運輸　いわき","ｸﾚﾊｳﾝﾕｲﾜｷ","","クレハ運輸　いわき","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002654","SUMCO米沢事業所","SUMCO米沢事業所","ｻﾑｺﾖﾈｻﾞﾜ","","SUMCO米沢事業所","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002655","大東タンクターミナル横浜油槽所","大東タンクターミナル","ﾀﾞｲﾄｳﾀﾝｸ","","大東タンクターミナル横浜油槽所","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002656","新常磐交通小名浜東","新常磐交通小名浜東","ｼﾝｼﾞｮｳﾊﾞﾝ","","新常磐交通小名浜東","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002657","野口石油配送ｾﾝﾀｰ","野口石油配送ｾﾝﾀｰ","ﾉｸﾞﾁｾｷﾕ","","宮城県仙台市青葉区郷六字龍沢3-5","","","022-226-0389","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002658","ウタガワ湯本インターSS","ウタガワ湯本インター","ｳﾀｶﾞﾜﾕﾓﾄ","","福島県いわき市常磐西郷町大荷田5-1","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002659","常磐港運　茨城","常磐港運　茨城","ﾄｷﾜｺｳｳﾝ","","常磐港運　茨城","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002662","JOT　宇都宮","JOT　宇都宮","ｼﾞｪｲ","","栃木県河内郡上三河町大字多功2425","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002663","誠和梱包運輸","誠和梱包運輸","ｾｲﾜ","","誠和梱包運輸","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002664","磐栄運送　泉","磐栄運送　泉","ﾊﾞﾝｴｲｳﾝｿｳ","","磐栄運送　泉","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002665","ダイユーエイト　好間店","ダイユーエイト　好間","ﾀﾞｲﾕｰｴｲﾄ","","ダイユーエイト　好間店","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002666","野口石油　利府","野口石油　利府","ﾉｸﾞﾁｾｷﾕ","","宮護憲宮城郡利府町青山２丁目","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002667","日本産業","日本産業","ﾆﾎﾝｻﾝｷﾞｮｳ","","宮城県黒川郡大郷町東成田板谷山18-1","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002668","日新工業　山形","日新工業　山形","ﾆｯｼﾝｺｳｷﾞｮｳ","","山形県山形市南舘字中川原438","","","023-643-0437","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002669","ユタカ商事","ユタカ商事","ﾕﾀｶｼｮｳｼﾞ","","ユタカ商事","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002672","東邦ｱｾﾁﾚﾝいわき","東邦ｱｾﾁﾚﾝいわき","ﾄｳﾎｳｱｾﾁﾚﾝ","","東邦ｱｾﾁﾚﾝいわき","","","","","","","","","","0","20180718","230157","SYSTEM","20180730","132005","000001"
"0002673","西方燃料店","西方燃料店","ﾆｼｶﾀ","","山形県東置賜郡高畠町元和田366","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
"0002679","那須電機鉄工　会津工場","那須電機鉄工　会津工","ﾅｽﾃﾞﾝｷ","","福島県大沼郡会津美里町野川原町甲1933","","","","","","","","","","0","20180718","230157","SYSTEM","20180718","230157","SYSTEM"
